SENTENCE_ID,SENTENCE,NUMBER_WORDS_SENTENCE
4-345,"Sir  Ernest  merely  smiled,  and  noted  with  a  sharp  eye  that  John's  protest  had  produced  a  very  favourable  impression  on  the  jury. ",22
4-346,Then  the  cross-examination  began. ,4
4-347,I  understand  you  to  say  that  it  never  entered  your  head  that  the  witnesses  at  the  inquest  could  possibly  have  mistaken  your  voice  for  that  of  Mr.  Inglethorp. ,28
4-348,Is  not  that  very  surprising? ,5
4-349,"No,  I  don't  think  so. ",5
4-350,"I  was  told  there  had  been  a  quarrel  between  my  mother  and  Mr.  Inglethorp,  and  it  never  occurred  to  me  that  such  was  not  really  the  case. ",27
4-351,Not  when  the  servant  Dorcas  repeated  certain  fragments  of  the  conversation...fragments  conversation...fragments  which  you  must  have  recognized? ,17
4-352,I  did  not  recognize  them. ,5
4-353,Your  memory  must  be  unusually  short! ,6
4-354,"No,  but  we  were  both  angry,  and,  I  think,  said  more  than  we  meant. ",14
4-355,I  paid  very  little  attention  to  my  mother's  actual  words. ,10
4-356,Mr.  Philips'  incredulous  sniff  was  a  triumph  of  forensic  skill. ,10
4-357,He  passed  on  to  the  subject  of  the  note. You ,9
4-358,have  produced  this  note  very  opportunely. ,6
4-359,"Tell  me,  is  there  nothing  familiar  about  the  hand-writing  of  it? ",11
4-360,Not  that  I  know  of. ,5
4-361,Do  you  not  think  that  it  bears  a  marked  resemblance  to  your  own  hand-writing...carelessly  hand-writing...carelessly  disguised? ,16
4-362,"No,  I  do  not  think  so. ",6
4-363,I  put  it  to  you  that  it  is  your  own  hand-writing! ,11
4-364,No. ,1
4-365,"I  put  it  to  you  that,  anxious  to  prove  an  alibi,  you  conceived  the  idea  of  a  fictitious  and  rather  incredible  appointment,  and  wrote  this  note  yourself  in  order  to  bear  out  your  statement! ",34
4-366,No. ,1
4-367,"Is  it  not  a  fact  that,  at  the  time  you  claim  to  have  been  waiting  about  at  a  solitary  and  unfrequented  spot,  you  were  really  in  the  chemist's  shop  in  Styles  St. ",32
4-368,"Mary,  where  you  purchased  strychnine  in  the  name  of  Alfred  Inglethorp? ",11
4-369,"No,  that  is  a  lie. ",5
4-370,"I  put  it  to  you  that,  wearing  a  suit  of  Mr.  Inglethorp's  clothes,  with  a  black  beard  trimmed  to  resemble  his,  you  were  there...and  signed  the  register  in  his  name! ",30
4-371,That  is  absolutely  untrue. ,4
4-372,"Then  I  will  leave  the  remarkable  similarity  of  hand-writing  between  the  note,  the  register,  and  your  own,  to  the  consideration  of  the  jury,  said  Mr.  Philips,  and  sat  down  with  the  air  of  a  man  who  has  done  his  duty,  but  who  was  nevertheless  horrified  by  such  deliberate  perjury. ",49
4-373,"After  this,  as  it  was  growing  late,  the  case  was  adjourned  till  Monday. ",13
4-374,"Poirot,  I  noticed,  was  looking  profoundly  discouraged. ",7
4-375,He  had  that  little  frown  between  the  eyes  that  I  knew  so  well. ,13
4-376,"What  is  it,  Poirot? ",4
4-377,I  inquired. ,2
4-378,"Ah,  mon  ami,  things  are  going  badly,  badly. ",8
4-379,"In  spite  of  myself,  my  heart  gave  a  leap  of  relief. ",11
4-380,Evidently  there  was  a  likelihood  of  John  Cavendish  being  acquitted. ,10
4-381,"When  we  reached  the  house,  my  little  friend  waved  aside  Mary's  offer  of  tea. ",14
4-382,"No,  I  thank  you,  madame. ",5
4-383,I  will  mount  to  my  room. ,6
4-384,I  followed  him. ,3
4-385,"Still  frowning,  he  went  across  to  the  desk  and  took  out  a  small  pack  of  patience  cards. ",17
4-386,"Then  he  drew  up  a  chair  to  the  table,  and,  to  my  utter  amazement,  began  solemnly  to  build  card  houses! ",20
4-387,"My  jaw  dropped  involuntarily,  and  he  said  at  once:  No,  mon  ami,  I  am  not  in  my  second  childhood! ",19
4-388,"I  steady  my  nerves,  that  is  all. ",7
4-389,This  employment  requires  precision  of  the  fingers. ,7
4-390,With  precision  of  the  fingers  goes  precision  of  the  brain. ,10
4-391,And  never  have  I  needed  that  more  than  now! ,9
4-392,What  is  the  trouble?  I  asked. ,6
4-393,"With  a  great  thump  on  the  table,  Poirot  demolished  his  carefully  built  up  edifice. ",14
4-394,"It  is  this,  mon  ami! ",5
4-395,"That  I  can  build  card  houses  seven  stories  high,  but  I  cannot    thump    find    thump  -  that  last  link  of  which  I  spoke  to  you. ",27
4-396,"I  could  not  quite  tell  what  to  say,  so  I  held  my  peace,  and  he  began  slowly  building  up  the  cards  again,  speaking  in  jerks  as  he  did  so. ",29
4-397,It  is  done...so! ,3
4-398,By  placing...one  card...on  another...with  mathematical...precision! ,5
4-399,"I  watched  the  card  house  rising  under  his  hands,  story  by  story. ",12
4-400,He  never  hesitated  or  faltered. ,5
4-401,It  was  really  almost  like  a  conjuring  trick. ,8
4-402,"What  a  steady  hand  you've  got,  I  remarked. ",8
4-403,I  believe  I've  only  seen  your  hand  shake  once. ,9
4-404,"On  an  occasion  when  I  was  enraged,  without  doubt,  observed  Poirot,  with  great  placidity. ",14
4-405,Yes  indeed! ,2
4-406,You  were  in  a  towering  rage. ,6
4-407,Do  you  remember? ,3
4-408,It  was  when  you  discovered  that  the  lock  of  the  despatch-case  in  Mr.s.  Inglethorp's  bedroom  had  been  forced. ,18
4-409,"You  stood  by  the  mantel-piece,  twiddling  the  things  on  it  in  your  usual  fashion,  and  your  hand  shook  like  a  leaf! ",21
4-410,I  must  say......  But  I  stopped  suddenly. ,7
4-411,"For  Poirot,  uttering  a  hoarse  and  inarticulate  cry,  again  annihilated  his  masterpiece  of  cards,  and  putting  his  hands  over  his  eyes  swayed  backwards  and  forwards,  apparently  suffering  the  keenest  agony. ",30
4-412,"Good  heavens,  Poirot!  I  cried. ",5
4-413,What  is  the  matter? ,4
4-414,Are  you  taken  ill? ,4
4-415,"No,  no,  he  gasped. ",4
4-416,It  is...it  is...that  I  have  an  idea! ,7
4-417,Oh! ,1
4-418,"I  exclaimed,  much  relieved. ",4
4-419,One  of  your  'little  ideas'? ,5
4-420,"Ah,  ma  foi,  no! ",4
4-421,replied  Poirot  frankly. ,3
4-422,This  time  it  is  an  idea  gigantic! ,7
4-423,Stupendous! ,1
4-424,"And  you...you,  my  friend,  have  given  it  to  me! ",9
4-425,"Suddenly  clasping  me  in  his  arms,  he  kissed  me  warmly  on  both  cheeks,  and  before  I  had  recovered  from  my  surprise  ran  headlong  from  the  room. ",26
4-426,Mary  Cavendish  entered  at  that  moment. ,6
4-427,What  is  the  matter  with  Monsieur  Poirot? ,7
4-428,He  rushed  past  me  crying  out:  'A  garage! ,8
4-429,"For  the  love  of  Heaven,  direct  me  to  a  garage,  madame!' ",11
4-430,"And,  before  I  could  answer,  he  had  dashed  out  into  the  street. I ",12
4-431,hurried  to  the  window. ,4
4-432,"True  enough,  there  he  was,  tearing  down  the  street,  hatless,  and  gesticulating  as  he  went. ",15
4-433,I  turned  to  Mary  with  a  gesture  of  despair. ,9
4-434,He'll  be  stopped  by  a  policeman  in  another  minute. ,9
4-435,"There  he  goes,  round  the  corner! ",6
4-436,"Our  eyes  met,  and  we  stared  helplessly  at  one  another. ",10
4-437,What  can  be  the  matter? ,5
4-438,I  shook  my  head. ,4
4-439,I  don't  know. ,3
4-440,"He  was  building  card  houses,  when  suddenly  he  said  he  had  an  idea,  and  rushed  off  as  you  saw. ",19
4-441,"Well,  said  Mary,  I  expect  he  will  be  back  before  dinner. ",11
4-442,"But  night  fell,  and  Poirot  had  not  returned. ",8
4-443,Poirot's  abrupt  departure  had  intrigued  us  all  greatly. ,8
4-444,"Sunday  morning  wore  away,  and  still  he  did  not  reappear. ",10
4-445,"But  about  three  o'clock  a  ferocious  and  prolonged  hooting  outside  drove  us  to  the  window,  to  see  Poirot  alighting  from  a  car,  accompanied  by  Japp  and  Summerhaye. ",27
4-446,The  little  man  was  transformed. ,5
4-447,He  radiated  an  absurd  complacency. ,5
4-448,He  bowed  with  exaggerated  respect  to  Mary  Cavendish. ,8
4-449,"Madame,  I  have  your  permission  to  hold  a  little  reunion  in  the  salon? ",13
4-450,It  is  necessary  for  every  one  to  attend. ,8
4-451,Mary  smiled  sadly. ,3
4-452,"You  know,  Monsieur  Poirot,  that  you  have  carte  blanche  in  every  way. ",12
4-453,"You  are  too  amiable,  madame. ",5
4-454,"Still  beaming,  Poirot  marshalled  us  all  into  the  drawing-room,  bringing  forward  chairs  as  he  did  so. ",16
4-455,Miss  Howard...here. ,2
4-456,Howard...here. ,1
4-457,Mademoiselle  Cynthia. ,2
4-458,Monsieur  Lawrence. ,2
4-459,The  good  Dorcas. ,3
4-460,And  Annie. ,2
4-461,Bien! ,1
4-462,We  must  delay  our  proceedings  a  few  minutes  until  Mr.  Inglethorp  arrives. ,12
4-463,I  have  sent  him  a  note. ,6
4-464,Miss  Howard  rose  immediately  from  her  seat. ,7
4-465,"If  that  man  comes  into  the  house,  I  leave  it! ",10
4-466,"No,  no! ",2
4-467,Poirot  went  up  to  her  and  pleaded  in  a  low  voice. ,11
4-468,Finally  Miss  Howard  consented  to  return  to  her  chair. ,9
4-469,A  few  minutes  later  Alfred  Inglethorp  entered  the  room. ,9
4-470,"The  company  once  assembled,  Poirot  rose  from  his  seat  with  the  air  of  a  popular  lecturer,  and  bowed  politely  to  his  audience. ",22
4-471,"Messieurs,  mesdames,  as  you  all  know,  I  was  called  in  by  Monsieur  John  Cavendish  to  investigate  this  case. ",18
4-472,"I  at  once  examined  the  bedroom  of  the  deceased  which,  by  the  advice  of  the  doctors,  had  been  kept  locked,  and  was  consequently  exactly  as  it  had  been  when  the  tragedy  occurred. ",32
4-473,"I  found:  first,  a  fragment  of  green  material;  second,  a  stain  on  the  carpet  near  the  window,  still  damp;  thirdly,  an  empty  box  of  bromide  powders. ",26
4-474,"To  take  the  fragment  of  green  material  first,  I  found  it  caught  in  the  bolt  of  the  communicating  door  between  that  room  and  the  adjoining  one  occupied  by  Mademoiselle  Cynthia. ",30
4-475,I  handed  the  fragment  over  to  the  police  who  did  not  consider  it  of  much  importance. ,16
4-476,Nor  did  they  recognize  it  for  what  it  was...a  piece  torn  from  a  green  land  armlet. ,16
4-477,There  was  a  little  stir  of  excitement. ,7
4-478,Now  there  was  only  one  person  at  Styles  who  worked  on  the  land...Mr.s.  Cavendish. ,14
4-479,Therefore  it  must  have  been  Mr.s.  Cavendish  who  entered  the  deceased's  room  through  the  door  communicating  with  Mademoiselle  Cynthia's  room. ,20
4-480,But  that  door  was  bolted  on  the  inside!  I  cried. ,10
4-481,"When  I  examined  the  room,  yes. ",6
4-482,"But  in  the  first  place  we  have  only  her  word  for  it,  since  it  was  she  who  tried  that  particular  door  and  reported  it  fastened. ",25
4-483,In  the  ensuing  confusion  she  would  have  had  ample  opportunity  to  shoot  the  bolt  across. ,15
4-484,I  took  an  early  opportunity  of  verifying  my  conjectures. ,9
4-485,"To  begin  with,  the  fragment  corresponds  exactly  with  a  tear  in  Mr.s.  Cavendish's  armlet. ",14
4-486,"Also,  at  the  inquest,  Mr.s.  Cavendish  declared  that  she  had  heard,  from  her  own  room,  the  fall  of  the  table  by  the  bed. ",23
4-487,"I  took  an  early  opportunity  of  testing  that  statement  by  stationing  my  friend  Monsieur  Hastings  in  the  left  wing  of  the  building,  just  outside  Mr.s.  Cavendish's  door. ",27
4-488,"I  myself,  in  company  with  the  police,  went  to  the  deceased's  room,  and  whilst  there  I,  apparently  accidentally,  knocked  over  the  table  in  question,  but  found  that,  as  I  had  expected,  Monsieur  Hastings  had  heard  no  sound  at  all. ",39
4-489,This  confirmed  my  belief  that  Mr.s.  Cavendish  was  not  speaking  the  truth  when  she  declared  that  she  had  been  dressing  in  her  room  at  the  time  of  the  tragedy. ,29
4-490,"In  fact,  I  was  convinced  that,  far  from  having  been  in  her  own  room,  Mr.s.  Cavendish  was  actually  in  the  deceased's  room  when  the  alarm  was  given. ",27
4-491,I  shot  a  quick  glance  at  Mary. ,7
4-492,"She  was  very  pale,  but  smiling. ",6
4-493,I  proceeded  to  reason  on  that  assumption. ,7
4-494,Mr.s.  Cavendish  is  in  her  mother-in-law's  mother-in-law's  room. ,8
4-495,We  will  say  that  she  is  seeking  for  something  and  has  not  yet  found  it. ,15
4-496,Suddenly  Mr.s.  Inglethorp  awakens  and  is  seized  with  an  alarming  paroxysm. ,11
4-497,"She  flings  out  her  arm,  overturning  the  bed  table,  and  then  pulls  desperately  at  the  bell. ",16
4-498,"Mr.s.  Cavendish,  startled,  drops  her  candle,  scattering  the  grease  on  the  carpet. ",12
4-499,"She  picks  it  up,  and  retreats  quickly  to  Mademoiselle  Cynthia's  room,  closing  the  door  behind  her. ",16
4-500,"She  hurries  out  into  the  passage,  for  the  servants  must  not  find  her  where  she  is. ",16
4-501,But  it  is  too  late! ,5
4-502,Already  footsteps  are  echoing  along  the  gallery  which  connects  the  two  wings. ,12
4-503,What  can  she  do? ,4
4-504,"Quick  as  thought,  she  hurries  back  to  the  young  girl's  room,  and  starts  shaking  her  awake. ",16
4-505,The  hastily  aroused  household  come  trooping  down  the  passage. ,9
4-506,They  are  all  busily  battering  at  Mr.s.  Inglethorp's  door. ,9
4-507,"It  occurs  to  nobody  that  Mr.s.  Cavendish  has  not  arrived  with  the  rest,  but...and  this  is  significant...I  can  find  no  one  who  saw  her  come  from  the  other  wing. ",29
4-508,He  looked  at  Mary  Cavendish. ,5
4-509,"Am  I  right,  madame? ",4
4-510,She  bowed  her  head. ,4
4-511,"Quite  right,  monsieur. ",3
4-512,"You  understand  that,  if  I  had  thought  I  would  do  my  husband  any  good  by  revealing  these  facts,  I  would  have  done  so. ",23
4-513,But  it  did  not  seem  to  me  to  bear  upon  the  question  of  his  guilt  or  innocence. ,17
4-514,"In  a  sense,  that  is  correct,  madame. ",7
4-515,"But  it  cleared  my  mind  of  many  misconceptions,  and  left  me  free  to  see  other  facts  in  their  true  significance. ",20
4-516,The  will!  cried  Lawrence. ,4
4-517,"Then  it  was  you,  Mary,  who  destroyed  the  will? ",9
4-518,"She  shook  her  head,  and  Poirot  shook  his  also. ",9
4-519,"No,  he  said  quietly. ",4
4-520,There  is  only  one  person  who  could  possibly  have  destroyed  that  will...Mr.s.  Inglethorp  herself! ,14
4-521,Impossible! ,1
4-522,I  exclaimed. ,2
4-523,She  had  only  made  it  out  that  very  afternoon! ,9
4-524,"Nevertheless,  mon  ami,  it  was  Mr.s.  Inglethorp. ",7
4-525,"Because,  in  no  other  way  can  you  account  for  the  fact  that,  on  one  of  the  hottest  days  of  the  year,  Mr.s.  Inglethorp  ordered  a  fire  to  be  lighted  in  her  room. ",32
4-526,I  gave  a  gasp. ,4
4-527,What  idiots  we  had  been  never  to  think  of  that  fire  as  being  incongruous! ,14
